,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
3218,1265888,NEUSTAR INC,2015-12-09,neustar,agreement,amendment,thereto,party,credit,facility,agent,december,lenders
3219,1265888,NEUSTAR INC,2015-12-21,acquisition,required,neustar,filed,december,transaction,agreement,services,september,act
3225,1287865,MEDICAL PROPERTIES TRUST INC,2015-10-06,operating,trust,partnership,medical,properties,amendment,steven,mpt,september,agent
3226,1287865,MEDICAL PROPERTIES TRUST INC,2015-11-05,medical,september,ended,months,million,properties,november,gaap,operations,trust
3253,18349,SYNOVUS FINANCIAL CORP,2015-10-20,information,slide,october,synovus,supplemental,pursuant,act,press,presentation,release
3254,18349,SYNOVUS FINANCIAL CORP,2015-12-07,corp,trustee,underwriting,indenture,notes,december,synovus,company,agreement,supplemental
3255,18349,SYNOVUS FINANCIAL CORP,2015-12-23,offer,corp,synovus,december,pursuant,georgia,announcing,act,exchange,purchase
3280,310142,SENSIENT TECHNOLOGIES CORP,2015-10-16,october,release,corporation,exhibit,pursuant,report,technologies,press,exchange,act
3281,310142,SENSIENT TECHNOLOGIES CORP,2015-10-22,corporation,technologies,months,october,september,ended,press,exhibit,release,quarter
3282,310142,SENSIENT TECHNOLOGIES CORP,2015-11-10,purchase,note,november,agreement,amendment,facility,credit,ratio,dated,million
3283,310142,SENSIENT TECHNOLOGIES CORP,2015-12-07,technologies,corporation,laws,december,amended,restated,amendment,directors,board,exhibit
3298,33619,ESTERLINE TECHNOLOGIES CORP,2015-11-19,press,technologies,supplemental,esterline,november,financial,release,corporation,results,fiscal
3299,33619,ESTERLINE TECHNOLOGIES CORP,2015-11-30,meeting,director,mr,technologies,board,november,esterline,stockholders,directors,annual
3350,350797,EATON VANCE CORP,2015-11-03,plan,corp,incentive,stock,restated,employee,compensation,purchase,voting,amended
3351,350797,EATON VANCE CORP,2015-11-24,november,registrant,exhibit,pursuant,corp,exchange,act,report,release,dated
3352,350797,EATON VANCE CORP,2015-11-25,shares,common,voting,registrant,trust,stock,november,subsidiaries,act,trustees
3353,350797,EATON VANCE CORP,2015-11-25,shares,common,voting,registrant,trust,stock,november,subsidiaries,act,trustees
3365,355811,GENTEX CORP,2015-10-21,shall,financial,october,exchange,opre,release,act,corporation,exhibit,securities
3381,46195,BANK OF HAWAII CORP,2015-10-26,results,october,mark,bank,pursuant,corporation,act,exchange,release,quarter
3387,52827,RAYONIER INC,2015-11-02,exhibit,press,exchange,opre,pursuant,november,act,table,results,release
3410,67215,DYCOM INDUSTRIES INC,2015-10-05,gaap,company,industries,measures,non,dycom,october,looking,materials,forward
3411,67215,DYCOM INDUSTRIES INC,2015-11-24,non,adjusted,purport,measures,gaap,november,alternative,income,company,does
3412,67215,DYCOM INDUSTRIES INC,2015-11-24,fiscal,dycom,meeting,annual,proposal,non,vote,november,company,votes
3413,67215,DYCOM INDUSTRIES INC,2015-11-25,measures,gaap,non,adjusted,income,november,purport,net,alternative,conference
3414,67215,DYCOM INDUSTRIES INC,2015-12-03,adjusted,gaap,company,measures,non,dycom,industries,materials,looking,forward
3445,70145,NATIONAL FUEL GAS CO,2015-10-06,bank,credit,agreement,company,rate,national,facility,lenders,association,million
3446,70145,NATIONAL FUEL GAS CO,2015-11-05,change,gas,company,report,national,press,furnished,release,management,officers
3447,70145,NATIONAL FUEL GAS CO,2015-11-05,gas,company,natural,changes,oil,measures,november,presentation,gaap,looking
3448,70145,NATIONAL FUEL GAS CO,2015-11-06,changes,oil,gas,measures,gaap,company,natural,looking,forward,costs
3449,70145,NATIONAL FUEL GAS CO,2015-12-22,compensation,company,shares,performance,committee,gas,ebitda,target,total,year
3455,701811,MENTOR GRAPHICS CORP,2015-11-19,quarter,registrant,corporation,exchange,rule,november,act,pursuant,cfr,securities
3460,706688,AARON'S INC,2015-10-21,wells,agreement,loan,amendment,security,fargo,bank,credit,dated,september
3461,706688,AARON'S INC,2015-10-30,release,press,earnings,financial,gaap,october,measures,net,segment,eps
3462,706688,AARON'S INC,2015-12-10,facility,amendment,loan,december,pursuant,agreement,restated,certain,georgia,exchange
3475,720672,STIFEL FINANCIAL CORP,2015-11-04,corp,exhibit,presentation,november,exchange,stifel,act,financial,james,pursuant
3476,720672,STIFEL FINANCIAL CORP,2015-11-09,stifel,looking,forward,corp,november,exhibit,act,transaction,statements,exchange
3477,720672,STIFEL FINANCIAL CORP,2015-11-20,stifel,corp,plan,amendment,november,financial,james,exhibit,act,exchange
3478,720672,STIFEL FINANCIAL CORP,2015-11-24,november,forward,looking,statements,notes,stifel,corp,changes,act,securities
3479,720672,STIFEL FINANCIAL CORP,2015-11-30,indenture,trustee,company,notes,stifel,fourth,looking,forward,underwriting,corp
3480,720672,STIFEL FINANCIAL CORP,2015-12-08,gaap,forward,investor,december,presentation,company,act,looking,statements,stifel
3491,73088,NORTHWESTERN CORP,2015-10-05,indenture,underwriting,september,northwestern,corporate,company,agreement,trustee,corporation,supplemental
3492,73088,NORTHWESTERN CORP,2015-10-16,company,payment,receive,october,northwestern,mr,january,incentive,release,accordance
3493,73088,NORTHWESTERN CORP,2015-10-22,investor,northwestern,october,presentation,act,release,conference,shall,company,press
3494,73088,NORTHWESTERN CORP,2015-10-22,base,company,salary,awards,october,northwestern,directors,target,plan,appointment
3495,73088,NORTHWESTERN CORP,2015-11-09,slide,presentation,northwestern,november,act,exchange,diluted,document,securities,company
3501,73756,OCEANEERING INTERNATIONAL INC,2015-10-05,oceaneering,october,mr,international,president,officers,vice,act,exchange,certain
3502,73756,OCEANEERING INTERNATIONAL INC,2015-10-28,exhibit,regarding,release,press,october,oceaneering,international,item,act,furnished
3503,73756,OCEANEERING INTERNATIONAL INC,2015-11-10,forward,looking,continue,oil,oceaneering,capital,november,statements,gaap,quarter
3504,73756,OCEANEERING INTERNATIONAL INC,2015-11-16,facility,oceaneering,lenders,agreement,credit,amendment,loan,october,international,november
3505,73756,OCEANEERING INTERNATIONAL INC,2015-12-18,international,directors,officers,oceaneering,david,certain,december,exchange,act,senior
3574,74303,OLIN CORP,2015-10-02,restated,september,plan,employee,amended,corporation,tdcc,olin,supplemental,merger
3575,74303,OLIN CORP,2015-10-05,olin,credit,agreement,tdcc,notes,merger,indenture,october,closing,spinco
3576,74303,OLIN CORP,2015-10-29,opre,olin,george,october,exchange,exhibit,act,announcing,press,release
3577,74303,OLIN CORP,2015-11-03,act,deemed,november,olin,exchange,shall,george,opre,amended,press
3578,74303,OLIN CORP,2015-11-09,olin,credit,agreement,amendment,spinco,november,agent,term,administrative,lenders
3579,74303,OLIN CORP,2015-11-13,november,investors,olin,act,exchange,opre,york,exhibit,conference,george
3580,74303,OLIN CORP,2015-11-30,presentation,olin,conference,act,november,exhibit,corporation,december,exchange,george
3594,7536,ARROW ELECTRONICS INC,2015-10-28,release,october,press,act,exchange,earnings,issued,hereto,quarter,attached
3595,7536,ARROW ELECTRONICS INC,2015-11-10,press,officers,november,release,certain,exchange,act,departure,issued,appointment
3603,799729,PAREXEL INTERNATIONAL CORP,2015-10-19,committee,october,officers,year,named,fiscal,bank,company,international,performance
3604,799729,PAREXEL INTERNATIONAL CORP,2015-10-28,october,international,act,exchange,pursuant,corporation,bank,report,securities,financial
3605,799729,PAREXEL INTERNATIONAL CORP,2015-12-08,board,international,shareholders,incentive,company,award,stock,plan,awards,existing
3633,861361,B/E AEROSPACE INC,2015-10-27,october,financial,press,september,results,exchange,act,quarter,release,ended
3640,861459,GRANITE CONSTRUCTION INC,2015-11-02,second,agreement,amended,company,credit,restated,measures,million,gaap,consolidated
3643,887936,FTI CONSULTING INC,2015-10-29,fti,adjusted,segment,income,charges,operating,ebitda,consulting,loss,gaap
3644,887936,FTI CONSULTING INC,2015-10-30,consulting,fti,segment,adjusted,ebitda,charges,income,operating,gaap,loss
3645,887936,FTI CONSULTING INC,2015-11-02,fti,consulting,segment,adjusted,ebitda,income,charges,operating,loss,gaap
3646,887936,FTI CONSULTING INC,2015-11-06,ebitda,consulting,income,operating,segment,charges,fti,adjusted,loss,gaap
3647,887936,FTI CONSULTING INC,2015-11-06,november,consulting,fti,program,looking,forward,plans,repurchase,statements,time
3653,903127,POST PROPERTIES INC,2015-11-03,post,partnership,october,offer,operating,amendments,company,securities,llc,amendment
3654,903127,POST PROPERTIES INC,2015-11-03,earnings,financial,georgia,supplemental,november,properties,post,release,david,exchange
3674,910521,DECKERS OUTDOOR CORP,2015-10-29,shall,george,pursuant,securities,press,release,act,october,exchange,exhibit
3675,910521,DECKERS OUTDOOR CORP,2015-11-24,award,awards,committee,company,period,compensation,stock,performance,target,agreement
3694,910606,REGENCY CENTERS CORP,2015-10-29,months,regency,october,september,approximately,indenture,million,centers,ended,florida
3695,910606,REGENCY CENTERS CORP,2015-11-10,centers,regency,mr,november,retirement,corporation,board,agreement,company,consulting
3696,910606,REGENCY CENTERS CORP,2015-11-25,underwriting,offering,sale,agreements,agreement,forward,company,january,regency,november
3698,921112,LIBERTY PROPERTY TRUST,2015-10-06,trust,liberty,change,partnership,employment,property,company,plan,control,payment
3699,921112,LIBERTY PROPERTY TRUST,2015-10-27,october,property,george,trust,liberty,title,financial,exhibit,partnership,report
3738,936395,CIENA CORP,2015-11-02,salary,mr,november,annual,officers,bonus,appointment,ciena,continue,receive
3739,936395,CIENA CORP,2015-12-10,ciena,fourth,october,investor,fiscal,ended,act,results,quarter,december
3765,936528,WASHINGTON FEDERAL INC,2015-10-26,applicable,october,september,federal,financial,washington,exchange,act,attached,copy
3772,945394,HOSPITALITY PROPERTIES TRUST,2015-10-01,board,independent,trustee,committee,trustees,september,compensation,previously,trust,properties
3773,945394,HOSPITALITY PROPERTIES TRUST,2015-11-09,financial,trust,months,november,operating,supplemental,mark,quarter,properties,exchange
3774,945394,HOSPITALITY PROPERTIES TRUST,2015-12-09,looking,forward,credit,revolving,loan,term,facility,agreement,december,properties
3779,945764,DENBURY RESOURCES INC,2015-11-05,act,denbury,resources,november,exchange,press,financial,release,james,exhibit
3780,945764,DENBURY RESOURCES INC,2015-12-22,exchange,senior,capital,company,december,denbury,act,million,resources,notes
3803,945841,POOL CORP,2015-10-20,wells,purchase,october,agreement,agent,llc,time,facility,bank,fargo
3804,945841,POOL CORP,2015-10-22,corporation,october,earnings,act,exchange,mark,release,press,issued,pursuant
3805,945841,POOL CORP,2015-10-30,october,mr,director,corporation,board,directors,corporate,president,officers,company
3806,945841,POOL CORP,2015-11-20,november,credit,agreement,item,parties,restated,company,party,thereto,exchange
3825,1018003,INGRAM MICRO INC,2016-02-17,micro,merger,ingram,termination,company,agreement,business,february,stockholders,stock
3826,1018003,INGRAM MICRO INC,2016-02-23,change,micro,february,bonus,plan,ingram,control,salary,pursuant,officers
3827,1018003,INGRAM MICRO INC,2016-02-25,micro,gaap,related,financial,measures,non,ingram,february,income,release
3868,1025996,KILROY REALTY CORP,2016-02-01,exchange,kilroy,corporation,supplemental,february,realty,act,information,furnished,quarter
3869,1025996,KILROY REALTY CORP,2016-02-05,agreement,salary,employment,base,mr,realty,kilroy,annual,amended,target
3870,1025996,KILROY REALTY CORP,2016-02-18,federal,kilroy,realty,income,states,corporation,partnership,filed,tax,february
3871,1025996,KILROY REALTY CORP,2016-02-23,time,kilroy,february,company,bylaws,maryland,program,realty,repurchase,restated
3902,103730,VISHAY INTERTECHNOLOGY INC,2016-01-04,vishay,january,lori,cfr,exchange,pursuant,act,release,registrant,report
3903,103730,VISHAY INTERTECHNOLOGY INC,2016-02-09,average,shares,eps,conversion,stock,diluted,convertible,vishay,debentures,price
3904,103730,VISHAY INTERTECHNOLOGY INC,2016-02-16,february,vishay,lori,pursuant,act,report,march,exchange,common,cash
3905,103730,VISHAY INTERTECHNOLOGY INC,2016-03-01,lori,base,salary,vishay,officer,chief,officers,approximately,executive,president
3906,103730,VISHAY INTERTECHNOLOGY INC,2016-03-14,convertible,conversion,debentures,vishay,effective,rate,price,senior,lori,march
3907,103730,VISHAY INTERTECHNOLOGY INC,2016-03-31,notes,vishay,shares,approximately,common,transaction,million,march,stock,share
3924,1038074,SILICON LABORATORIES INC,2016-01-28,laboratories,silicon,january,plan,officers,bonus,margin,revenue,directors,exchange
3925,1038074,SILICON LABORATORIES INC,2016-02-02,silicon,agreement,officers,laboratories,stock,restricted,february,pursuant,market,directors
3926,1038074,SILICON LABORATORIES INC,2016-02-02,officers,february,laboratories,service,committee,director,silicon,directors,board,stock
3927,1038074,SILICON LABORATORIES INC,2016-02-03,silicon,financial,gaap,measures,february,laboratories,results,non,information,press
3962,1056696,MANHATTAN ASSOCIATES INC,2016-01-22,georgia,company,january,officers,directors,vice,act,pursuant,exchange,certain
3963,1056696,MANHATTAN ASSOCIATES INC,2016-02-02,operating,adjusted,gaap,net,income,compensation,measures,share,costs,equity
3997,1062449,BUFFALO WILD WINGS INC,2016-02-03,release,february,exchange,press,pursuant,registrant,act,cfr,rule,furnished
3998,1062449,BUFFALO WILD WINGS INC,2016-03-01,march,exchange,senior,previously,january,directors,act,pursuant,officers,corporate
4030,1077771,UMPQUA HOLDINGS CORP,2016-01-27,january,holdings,fourth,act,quarter,exchange,corporation,release,year,investor
4031,1077771,UMPQUA HOLDINGS CORP,2016-03-16,pursuant,registrant,holdings,march,exchange,corporation,act,cfr,rule,payable
4032,1077771,UMPQUA HOLDINGS CORP,2016-03-30,holdings,conference,quarterly,announcing,act,earnings,march,exchange,corporation,registrant
4069,1128928,FLOWERS FOODS INC,2016-02-11,financial,act,exchange,press,pursuant,condition,flowers,february,release,rule
4070,1128928,FLOWERS FOODS INC,2016-03-17,pursuant,press,securities,rule,exchange,flowers,act,release,registrant,march
4125,1143068,GREAT PLAINS ENERGY INC,2016-02-16,energy,plains,great,kcp,mr,performance,missouri,kansas,awards,city
4126,1143068,GREAT PLAINS ENERGY INC,2016-02-24,great,kcp,lori,energy,february,city,missouri,kansas,gmo,plains
4173,1179929,MOLINA HEALTHCARE INC,2016-01-04,molina,healthcare,january,assets,act,certain,exchange,transaction,pursuant,subsidiary
4174,1179929,MOLINA HEALTHCARE INC,2016-01-11,presentation,exchange,company,conference,molina,healthcare,act,january,slide,securities
4175,1179929,MOLINA HEALTHCARE INC,2016-02-08,act,fourth,molina,healthcare,february,press,results,release,exchange,december
4176,1179929,MOLINA HEALTHCARE INC,2016-02-11,molina,healthcare,presentation,investor,slide,february,conference,act,company,press
4177,1179929,MOLINA HEALTHCARE INC,2016-02-18,agreement,molina,indenture,bank,supplemental,february,trustee,healthcare,agent,administrative
4178,1179929,MOLINA HEALTHCARE INC,2016-03-16,molina,employment,salary,agreements,termination,restated,payment,agreement,march,second
4205,1265888,NEUSTAR INC,2016-02-04,february,neustar,act,report,exchange,fourth,release,financial,press,results
4206,1265888,NEUSTAR INC,2016-03-29,act,serve,neustar,march,officer,exchange,cfr,registrant,report,pursuant
4222,1287865,MEDICAL PROPERTIES TRUST INC,2016-01-29,officer,trust,steven,medical,properties,mpt,company,partnership,mr,january
4223,1287865,MEDICAL PROPERTIES TRUST INC,2016-02-09,properties,million,quarter,trust,year,medical,ended,december,gaap,operations
4224,1287865,MEDICAL PROPERTIES TRUST INC,2016-02-18,operating,steven,mpt,partnership,underwriting,february,notes,agreement,llp,medical
4225,1287865,MEDICAL PROPERTIES TRUST INC,2016-02-22,trust,operating,notes,mpt,partnership,time,medical,properties,indenture,trustee
4226,1287865,MEDICAL PROPERTIES TRUST INC,2016-03-01,existing,offer,company,medical,llp,new,march,program,prospectus,respect
4227,1287865,MEDICAL PROPERTIES TRUST INC,2016-03-25,mpt,march,steven,million,medical,transaction,partnership,properties,receive,act
4279,18349,SYNOVUS FINANCIAL CORP,2016-01-19,pursuant,synovus,supplemental,january,information,slide,act,presentation,press,release
4280,18349,SYNOVUS FINANCIAL CORP,2016-02-16,officers,synovus,february,corp,georgia,exchange,pursuant,act,certain,appointment
4281,18349,SYNOVUS FINANCIAL CORP,2016-02-18,compensation,awards,synovus,performance,based,committee,officers,award,risk,named
4298,310142,SENSIENT TECHNOLOGIES CORP,2016-02-05,report,exhibit,february,corporation,technologies,exchange,release,press,pursuant,act
4299,310142,SENSIENT TECHNOLOGIES CORP,2016-02-05,technologies,february,corporation,december,year,press,release,quarter,ended,exhibit
4316,33619,ESTERLINE TECHNOLOGIES CORP,2016-02-04,supplemental,results,february,press,release,financial,esterline,corporation,technologies,information
4317,33619,ESTERLINE TECHNOLOGIES CORP,2016-02-16,esterline,votes,shareholders,proposal,follows,year,meeting,february,broker,technologies
4336,350797,EATON VANCE CORP,2016-01-20,common,voting,january,meeting,corp,held,annual,stockholders,stock,vote
4337,350797,EATON VANCE CORP,2016-02-24,registrant,pursuant,report,release,exhibit,exchange,act,corp,february,dated
4351,355811,GENTEX CORP,2016-01-05,employee,act,mr,officers,opre,exchange,restricted,stock,company,shareholder
4352,355811,GENTEX CORP,2016-01-28,opre,act,january,exchange,financial,corporation,securities,shall,registrant,release
4390,46195,BANK OF HAWAII CORP,2016-01-25,quarter,act,pursuant,bank,corporation,exchange,january,mark,release,results
4391,46195,BANK OF HAWAII CORP,2016-02-01,restricted,act,stock,exchange,pursuant,company,bank,mark,plan,plans
4392,46195,BANK OF HAWAII CORP,2016-03-02,committee,agreement,named,restricted,stock,plan,february,performance,bank,officers
4403,52827,RAYONIER INC,2016-02-10,act,table,february,time,exchange,press,furnished,release,repurchase,pursuant
4417,67215,DYCOM INDUSTRIES INC,2016-02-24,non,gaap,company,adjusted,measures,alternative,income,february,purport,term
4418,67215,DYCOM INDUSTRIES INC,2016-02-24,looking,repurchase,industries,forward,dycom,february,risks,time,uncertainties,statements
4419,67215,DYCOM INDUSTRIES INC,2016-02-26,non,measures,gaap,adjusted,income,purport,alternative,net,conference,revenue
4420,67215,DYCOM INDUSTRIES INC,2016-03-16,company,non,gaap,measures,materials,dycom,adjusted,industries,looking,forward
4443,70145,NATIONAL FUEL GAS CO,2016-01-25,gas,mr,company,national,january,committee,changes,effective,corporation,report
4444,70145,NATIONAL FUEL GAS CO,2016-02-04,gaap,forward,natural,looking,oil,company,measures,presentation,changes,gas
4445,70145,NATIONAL FUEL GAS CO,2016-02-05,changes,gas,natural,company,oil,forward,gaap,looking,measures,costs
4446,70145,NATIONAL FUEL GAS CO,2016-03-16,votes,vote,broker,non,follows,laws,mr,gas,company,respect
4447,70145,NATIONAL FUEL GAS CO,2016-03-21,gaap,measures,presentation,oil,looking,natural,gas,company,changes,forward
4464,701811,MENTOR GRAPHICS CORP,2016-02-19,stock,purchase,repurchase,february,agreement,company,share,shares,common,registrant
4465,701811,MENTOR GRAPHICS CORP,2016-03-03,exchange,registrant,march,year,fiscal,pursuant,act,corporation,quarter,cfr
4510,706688,AARON'S INC,2016-01-20,mr,base,salary,company,february,incentive,january,effective,award,target
4511,706688,AARON'S INC,2016-01-29,january,bylaws,company,board,mr,director,september,amendments,certain,directors
4512,706688,AARON'S INC,2016-02-18,release,measures,press,financial,earnings,february,segment,gaap,eps,act
4578,720672,STIFEL FINANCIAL CORP,2016-02-23,presentation,conference,exhibit,financial,corp,exchange,act,stifel,february,james
4579,720672,STIFEL FINANCIAL CORP,2016-03-22,looking,company,investor,stifel,presentation,gaap,forward,statements,march,act
4612,73088,NORTHWESTERN CORP,2016-01-20,board,january,northwestern,directors,exchange,officers,act,company,certain,corporation
4613,73088,NORTHWESTERN CORP,2016-01-29,corporation,northwestern,bylaws,cause,directors,stockholders,energy,delaware,law,director
4614,73088,NORTHWESTERN CORP,2016-02-11,presentation,northwestern,investor,february,act,company,press,conference,release,shall
4615,73088,NORTHWESTERN CORP,2016-02-16,performance,total,based,award,incentive,target,company,term,northwestern,plan
4616,73088,NORTHWESTERN CORP,2016-03-01,presentation,northwestern,slide,march,document,exchange,act,securities,company,corporation
4617,73088,NORTHWESTERN CORP,2016-03-16,slide,march,northwestern,presentation,act,exchange,corporation,securities,company,document
4661,73756,OCEANEERING INTERNATIONAL INC,2016-02-11,exhibit,oceaneering,release,international,press,regarding,february,item,act,furnished
4662,73756,OCEANEERING INTERNATIONAL INC,2016-02-22,oceaneering,restricted,stock,compensation,committee,performance,award,awards,officers,incentive
4663,73756,OCEANEERING INTERNATIONAL INC,2016-02-23,looking,forward,million,oil,cash,oceaneering,development,presentation,statements,act
4703,74303,OLIN CORP,2016-01-29,january,george,opre,press,exchange,exhibit,act,olin,release,corporation
4704,74303,OLIN CORP,2016-02-03,exchange,fourth,february,george,olin,opre,act,press,exhibit,release
4705,74303,OLIN CORP,2016-02-09,act,investor,olin,presentation,february,exhibit,exchange,corporation,registrant,rule
4706,74303,OLIN CORP,2016-02-19,act,olin,march,february,conference,materials,exchange,george,opre,york
4707,74303,OLIN CORP,2016-02-29,mr,board,olin,bylaws,february,annual,chief,directors,officer,effective
4708,74303,OLIN CORP,2016-03-21,costs,facility,cash,approximately,related,charges,olin,march,impairment,statements
4797,7536,ARROW ELECTRONICS INC,2016-01-26,january,exchange,issued,officers,release,press,act,certain,pursuant,company
4798,7536,ARROW ELECTRONICS INC,2016-02-04,earnings,release,february,press,exchange,fourth,act,issued,exhibit,hereto
4810,799729,PAREXEL INTERNATIONAL CORP,2016-01-27,international,act,exchange,securities,corporation,bank,january,report,pursuant,financial
4811,799729,PAREXEL INTERNATIONAL CORP,2016-02-17,february,bank,facility,loan,margin,rate,agreement,ratio,international,company
4812,799729,PAREXEL INTERNATIONAL CORP,2016-03-17,rate,agreement,march,loan,bank,joint,revolving,credit,term,plus
4840,861361,B/E AEROSPACE INC,2016-02-02,fiscal,act,february,december,exchange,financial,press,results,year,ended
4864,861459,GRANITE CONSTRUCTION INC,2016-02-16,mr,company,committee,directors,february,director,agreement,exchange,compensation,board
4865,861459,GRANITE CONSTRUCTION INC,2016-02-25,company,measures,non,provided,used,gaap,financial,february,ebitda,companies
4880,887936,FTI CONSULTING INC,2016-01-12,officers,departure,january,fti,certain,consulting,company,mr,act,exchange
4882,887936,FTI CONSULTING INC,2016-02-26,fti,segment,adjusted,ebitda,consulting,income,operating,charges,loss,gaap
4883,887936,FTI CONSULTING INC,2016-02-29,segment,charges,loss,fti,operating,gaap,ebitda,income,adjusted,consulting
4884,887936,FTI CONSULTING INC,2016-03-03,fti,consulting,segment,ebitda,income,adjusted,charges,loss,operating,gaap
4885,887936,FTI CONSULTING INC,2016-03-07,fti,consulting,march,restated,director,plan,control,annual,board,compensation
4920,903127,POST PROPERTIES INC,2016-02-05,supplemental,release,david,post,properties,february,financial,earnings,georgia,exhibit
4936,910521,DECKERS OUTDOOR CORP,2016-02-04,exhibit,press,release,george,february,exchange,act,securities,pursuant,shall
4977,910606,REGENCY CENTERS CORP,2016-01-11,centers,regency,january,looking,corporation,forward,exchange,florida,differ,act
4978,910606,REGENCY CENTERS CORP,2016-02-11,december,regency,february,year,centers,months,ended,florida,website,act
4979,910606,REGENCY CENTERS CORP,2016-03-17,pursuant,corporation,florida,march,exchange,centers,act,regency,registrant,securities
4980,910606,REGENCY CENTERS CORP,2016-03-21,forward,underwriting,regency,march,centers,sale,offering,agreement,company,prospectus
5004,921112,LIBERTY PROPERTY TRUST,2016-02-09,liberty,property,february,george,exhibit,title,trust,report,partnership,financial
5005,921112,LIBERTY PROPERTY TRUST,2016-03-22,plan,awards,restricted,award,performance,liberty,shares,period,based,committee
5045,936395,CIENA CORP,2016-01-13,credit,agreement,ciena,amendment,million,agent,basis,january,margin,lenders
5046,936395,CIENA CORP,2016-01-20,corporation,january,ciena,david,exchange,exhibit,act,pursuant,press,release
5047,936395,CIENA CORP,2016-03-03,ciena,january,march,ended,results,quarter,act,investor,corporation,exchange
5048,936395,CIENA CORP,2016-03-30,meeting,total,proposal,ciena,approved,annual,stockholders,directors,vote,votes
5076,936528,WASHINGTON FEDERAL INC,2016-01-19,january,applicable,washington,financial,december,federal,exchange,attached,act,copy
5077,936528,WASHINGTON FEDERAL INC,2016-01-22,restated,stockholders,approved,january,bylaws,votes,federal,vote,amendment,company
5088,945394,HOSPITALITY PROPERTIES TRUST,2016-01-08,forward,management,portnoy,rmr,looking,agreements,agreement,trustees,sec,llc
5089,945394,HOSPITALITY PROPERTIES TRUST,2016-01-19,price,common,rmr,looking,share,incentive,forward,closing,value,million
5090,945394,HOSPITALITY PROPERTIES TRUST,2016-02-02,trust,indenture,forward,senior,properties,filed,company,looking,notes,llp
5091,945394,HOSPITALITY PROPERTIES TRUST,2016-02-04,indenture,notes,agreements,management,rmr,portnoy,llc,quarterly,agreement,february
5092,945394,HOSPITALITY PROPERTIES TRUST,2016-02-10,properties,looking,notes,occur,forward,trust,february,act,exchange,mark
5093,945394,HOSPITALITY PROPERTIES TRUST,2016-02-24,february,trust,properties,supplemental,financial,operating,exchange,act,quarter,mark
5094,945394,HOSPITALITY PROPERTIES TRUST,2016-02-24,statements,february,presentation,factors,looking,sec,forward,trust,properties,contained
5112,945764,DENBURY RESOURCES INC,2016-01-08,denbury,senior,notes,resources,exchange,january,james,press,release,act
5113,945764,DENBURY RESOURCES INC,2016-01-08,performance,award,oil,awards,target,based,stock,equity,committee,cash
5114,945764,DENBURY RESOURCES INC,2016-01-12,january,exchange,denbury,notes,senior,resources,james,act,release,press
5115,945764,DENBURY RESOURCES INC,2016-01-21,denbury,notes,january,resources,james,exchange,senior,press,release,act
5116,945764,DENBURY RESOURCES INC,2016-02-18,act,denbury,resources,february,exchange,james,press,release,financial,exhibit
5117,945764,DENBURY RESOURCES INC,2016-02-23,agreement,resources,february,consolidated,ratio,denbury,amendment,credit,agent,administrative
5148,945841,POOL CORP,2016-02-18,corporation,act,february,release,issued,exchange,fiscal,registrant,securities,press
5149,945841,POOL CORP,2016-02-26,february,program,cfr,exchange,corporation,pursuant,act,registrant,rule,repurchase
5166,1018003,INGRAM MICRO INC,2016-04-29,ingram,stockholders,business,non,measures,micro,gaap,results,merger,changes
5167,1018003,INGRAM MICRO INC,2016-05-25,amendment,incentive,plan,shares,ingram,micro,proxy,respect,second,pursuant
5168,1018003,INGRAM MICRO INC,2016-06-06,micro,officers,pursuant,ingram,performance,june,exchange,act,company,certain
5169,1018003,INGRAM MICRO INC,2016-06-08,ingram,shareholders,broker,votes,micro,company,non,meeting,exchange,june
5170,1018003,INGRAM MICRO INC,2016-06-21,proposal,agreement,votes,special,merger,stockholders,ingram,broker,micro,company
5195,1025996,KILROY REALTY CORP,2016-04-28,exchange,act,supplemental,corporation,information,realty,april,kilroy,furnished,quarter
5196,1025996,KILROY REALTY CORP,2016-05-19,kilroy,realty,broker,meeting,annual,votes,proposal,opre,non,stockholders
5200,103730,VISHAY INTERTECHNOLOGY INC,2016-05-02,vishay,company,repurchase,plan,pursuant,lori,stock,market,exchange,act
5201,103730,VISHAY INTERTECHNOLOGY INC,2016-05-03,diluted,average,stock,conversion,convertible,shares,debentures,eps,vishay,price
5202,103730,VISHAY INTERTECHNOLOGY INC,2016-05-24,common,voting,vishay,stock,total,stockholders,votes,meeting,broker,lori
5203,103730,VISHAY INTERTECHNOLOGY INC,2016-06-13,conversion,convertible,debentures,vishay,effective,rate,price,lori,senior,june
5204,103730,VISHAY INTERTECHNOLOGY INC,2016-06-28,approximately,million,average,transaction,outstanding,lori,june,notes,shares,vishay
5218,1038074,SILICON LABORATORIES INC,2016-04-08,officers,directors,silicon,april,laboratories,pursuant,act,certain,exchange,cfr
5219,1038074,SILICON LABORATORIES INC,2016-04-22,proposal,laboratories,broker,silicon,votes,non,exchange,vote,april,pursuant
5220,1038074,SILICON LABORATORIES INC,2016-04-27,measures,results,financial,april,gaap,laboratories,silicon,non,information,press
5233,1056696,MANHATTAN ASSOCIATES INC,2016-04-19,related,gaap,income,measures,acquisition,net,costs,adjusted,operating,performance
5234,1056696,MANHATTAN ASSOCIATES INC,2016-04-27,pursuant,mr,officers,april,georgia,act,exchange,company,certain,exhibit
