,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
3365,355811,GENTEX CORP,2015-10-21,corporation,release,exhibit,october,accounting,financial,shall,opre,deemed,attached
3381,46195,BANK OF HAWAII CORP,2015-10-26,bank,october,corporation,mark,results,release,furnished,quarter,financial,operations
3387,52827,RAYONIER INC,2015-11-02,reports,exhibit,table,results,november,opre,inc,press,release,third
3410,67215,DYCOM INDUSTRIES INC,2015-10-05,gaap,company,measures,october,these,non,materials,forward,looking,presentation
3411,67215,DYCOM INDUSTRIES INC,2015-11-24,non,gaap,adjusted,not,measures,november,purport,alternative,income,company
3412,67215,DYCOM INDUSTRIES INC,2015-11-24,proposal,votes,vote,meeting,fiscal,company,november,annual,steven,non
3413,67215,DYCOM INDUSTRIES INC,2015-11-25,income,not,measures,adjusted,november,purport,gaap,non,net,call
3414,67215,DYCOM INDUSTRIES INC,2015-12-03,non,measures,gaap,these,adjusted,company,materials,looking,forward,presentation
3445,70145,NATIONAL FUEL GAS CO,2015-10-06,association,rate,an,facility,credit,bank,national,agreement,company,million
3446,70145,NATIONAL FUEL GAS CO,2015-11-05,release,company,furnished,national,management,change,press,officers,james,november
3447,70145,NATIONAL FUEL GAS CO,2015-11-05,gaap,changes,company,measures,presentation,november,for,looking,forward,costs
3448,70145,NATIONAL FUEL GAS CO,2015-11-06,company,measures,gaap,for,changes,looking,forward,costs,effect,national
3449,70145,NATIONAL FUEL GAS CO,2015-12-22,performance,shares,committee,company,compensation,target,ebitda,will,for,paid
3455,701811,MENTOR GRAPHICS CORP,2015-11-19,november,fourth,corporation,quarter,results,former,third,change,company,being
3460,706688,AARON'S INC,2015-10-21,inc,agreement,amendment,loan,security,dated,bank,credit,among,facility
3461,706688,AARON'S INC,2015-10-30,gaap,earnings,measures,october,press,release,financial,net,accordance,amortization
3462,706688,AARON'S INC,2015-12-10,third,restated,december,agreement,amendment,loan,facility,certain,inc,georgia
3475,720672,STIFEL FINANCIAL CORP,2015-11-04,november,through,james,exhibit,call,conference,financial,corp,presentation,shall
3476,720672,STIFEL FINANCIAL CORP,2015-11-09,statements,november,looking,forward,corp,exhibit,transaction,that,approvals,james
3477,720672,STIFEL FINANCIAL CORP,2015-11-20,corp,amendment,november,award,james,first,financial,exhibit,plan,retirement
3478,720672,STIFEL FINANCIAL CORP,2015-11-24,looking,forward,november,statements,corp,our,notes,we,changes,are
3479,720672,STIFEL FINANCIAL CORP,2015-11-30,notes,looking,company,corp,fourth,forward,supplemental,trustee,association,exhibit
3480,720672,STIFEL FINANCIAL CORP,2015-12-08,looking,forward,investor,gaap,company,statements,presentation,december,measures,are
3491,73088,NORTHWESTERN CORP,2015-10-05,agreement,september,company,york,supplemental,between,corporate,corporation,trustee,at
3492,73088,NORTHWESTERN CORP,2015-10-16,his,incentive,payment,mr,january,release,october,company,receive,accordance
3493,73088,NORTHWESTERN CORP,2015-10-22,october,investor,call,presentation,webcast,press,company,conference,release,shall
3494,73088,NORTHWESTERN CORP,2015-10-22,company,base,directors,awards,plan,october,salary,target,retirement,appointment
3495,73088,NORTHWESTERN CORP,2015-11-09,slide,presentation,november,document,corporation,diluted,guidance,company,amended,will
3501,73756,OCEANEERING INTERNATIONAL INC,2015-10-05,vice,october,international,president,officers,inc,mr,press,release,certain
3502,73756,OCEANEERING INTERNATIONAL INC,2015-10-28,press,release,inc,october,international,exhibit,regarding,furnished,dividend,therein
3503,73756,OCEANEERING INTERNATIONAL INC,2015-11-10,that,our,forward,continue,looking,capital,november,statements,will,quarter
3504,73756,OCEANEERING INTERNATIONAL INC,2015-11-16,credit,agreement,international,october,loan,facility,amendment,november,million,term
3505,73756,OCEANEERING INTERNATIONAL INC,2015-12-18,december,officers,our,certain,international,david,inc,directors,senior,january
3574,74303,OLIN CORP,2015-10-02,employee,september,olin,corporation,restated,plan,amended,supplemental,effective,officers
3575,74303,OLIN CORP,2015-10-05,october,closing,notes,stock,agreement,credit,olin,registration,common,association
3576,74303,OLIN CORP,2015-10-29,olin,opre,dividend,october,george,exhibit,announcing,press,release,dated
3577,74303,OLIN CORP,2015-11-03,november,olin,deemed,shall,amended,release,press,opre,exhibit,george
3578,74303,OLIN CORP,2015-11-09,agent,olin,credit,november,amendment,agreement,term,administrative,corporation,rate
3579,74303,OLIN CORP,2015-11-13,george,olin,november,investors,opre,conference,york,exhibit,will,available
3580,74303,OLIN CORP,2015-11-30,conference,corporation,november,olin,presentation,exhibit,december,george,city,deemed
3594,7536,ARROW ELECTRONICS INC,2015-10-28,third,press,issued,october,earnings,release,hereto,inc,quarter,attached
3595,7536,ARROW ELECTRONICS INC,2015-11-10,press,inc,departure,november,release,officers,issued,certain,appointment,directors
3603,799729,PAREXEL INTERNATIONAL CORP,2015-10-19,year,fiscal,committee,officers,bank,were,named,performance,october,international
3604,799729,PAREXEL INTERNATIONAL CORP,2015-10-28,bank,deemed,international,financial,october,corporation,exhibit,shall,for,press
3605,799729,PAREXEL INTERNATIONAL CORP,2015-12-08,board,shareholders,incentive,awards,international,plan,stock,company,award,existing
3633,861361,B/E AEROSPACE INC,2015-10-27,press,ended,october,results,financial,inc,quarter,september,release,announcing
3640,861459,GRANITE CONSTRUCTION INC,2015-11-02,credit,consolidated,million,measures,second,company,restated,agreement,amended,gaap
3643,887936,FTI CONSULTING INC,2015-10-29,adjusted,ebitda,measures,loss,presentation,total,operating,income,gaap,margin
3644,887936,FTI CONSULTING INC,2015-10-30,loss,ebitda,gaap,income,operating,total,measures,adjusted,special,consideration
3645,887936,FTI CONSULTING INC,2015-11-02,loss,operating,total,consideration,measures,special,income,ebitda,gaap,adjusted
3646,887936,FTI CONSULTING INC,2015-11-06,adjusted,ebitda,measures,loss,presentation,total,operating,income,gaap,margin
3647,887936,FTI CONSULTING INC,2015-11-06,factors,plans,may,inc,program,statements,november,looking,time,forward
3653,903127,POST PROPERTIES INC,2015-11-03,partnership,amendments,offer,company,october,operating,llc,amendment,agreements,among
3654,903127,POST PROPERTIES INC,2015-11-03,david,supplemental,earnings,financial,georgia,properties,release,november,inc,quarterly
3674,910521,DECKERS OUTDOOR CORP,2015-10-29,george,october,release,press,exhibit,shall,financial,corporation,results,hereto
3675,910521,DECKERS OUTDOOR CORP,2015-11-24,group,award,company,compensation,performance,each,awards,will,committee,stock
3694,910606,REGENCY CENTERS CORP,2015-10-29,three,october,september,months,million,approximately,ended,florida,website,supplemental
3695,910606,REGENCY CENTERS CORP,2015-11-10,board,retirement,november,mr,corporation,agreement,company,will,effective,president
3696,910606,REGENCY CENTERS CORP,2015-11-25,forward,offering,january,company,november,stock,agreements,sale,agreement,common
3698,921112,LIBERTY PROPERTY TRUST,2015-10-06,property,plan,control,employment,trust,would,payment,company,change,for
3699,921112,LIBERTY PROPERTY TRUST,2015-10-27,title,october,george,property,trust,financial,partnership,exhibit,press,limited
3738,936395,CIENA CORP,2015-11-02,will,continue,annual,mr,november,receive,officers,salary,appointment,december
3739,936395,CIENA CORP,2015-12-10,october,fourth,ended,call,december,investor,results,quarter,fiscal,corporation
3765,936528,WASHINGTON FEDERAL INC,2015-10-26,applicable,washington,october,september,federal,financial,about,attached,not,copy
3772,945394,HOSPITALITY PROPERTIES TRUST,2015-10-01,our,trustee,committee,board,september,independent,we,trust,previously,compensation
3773,945394,HOSPITALITY PROPERTIES TRUST,2015-11-09,november,properties,supplemental,financial,trust,operating,mark,quarter,months,september
3774,945394,HOSPITALITY PROPERTIES TRUST,2015-12-09,forward,our,credit,loan,term,we,looking,facility,agreement,december
3779,945764,DENBURY RESOURCES INC,2015-11-05,release,press,november,james,resources,financial,not,exhibit,furnished,inc
3780,945764,DENBURY RESOURCES INC,2015-12-22,capital,december,notes,due,senior,resources,company,million,james,with
3803,945841,POOL CORP,2015-10-20,agent,october,group,agreement,time,bank,association,llc,facility,purchase
3804,945841,POOL CORP,2015-10-22,corporation,earnings,october,mark,press,third,guidance,release,should,issued
3805,945841,POOL CORP,2015-10-30,october,mr,director,from,board,corporation,company,directors,his,corporate
3806,945841,POOL CORP,2015-11-20,thereto,company,above,november,parties,party,credit,agreement,restated,reference
3825,1018003,INGRAM MICRO INC,2016-02-17,with,business,company,our,we,termination,agreement,february,will,stockholders
3826,1018003,INGRAM MICRO INC,2016-02-23,change,control,plan,salary,his,will,february,officers,opre,receive
3827,1018003,INGRAM MICRO INC,2016-02-25,measures,related,non,gaap,financial,february,these,income,with,release
3868,1025996,KILROY REALTY CORP,2016-02-01,february,information,supplemental,quarter,corporation,furnished,deemed,for,shall,december
3869,1025996,KILROY REALTY CORP,2016-02-05,base,agreement,salary,annual,employment,mr,amended,his,partnership,target
3870,1025996,KILROY REALTY CORP,2016-02-18,federal,corporation,income,tax,partnership,states,february,sec,october,filed
3871,1025996,KILROY REALTY CORP,2016-02-23,company,restated,employee,time,corporation,maryland,amended,february,program,fourth
3902,103730,VISHAY INTERTECHNOLOGY INC,2016-01-04,inc,lori,january,release,press,director,mr,former,been,since
3903,103730,VISHAY INTERTECHNOLOGY INC,2016-02-09,common,shares,diluted,stock,share,price,earnings,per,amount,market
3904,103730,VISHAY INTERTECHNOLOGY INC,2016-02-16,dividend,common,lori,cash,february,march,stock,class,stockholders,press
3905,103730,VISHAY INTERTECHNOLOGY INC,2016-03-01,paid,march,officer,lori,officers,base,salary,president,approximately,chief
3906,103730,VISHAY INTERTECHNOLOGY INC,2016-03-14,due,effective,rate,senior,price,lori,dividend,march,adjusted,each
3907,103730,VISHAY INTERTECHNOLOGY INC,2016-03-31,notes,for,common,million,transaction,call,stock,approximately,shares,march
3924,1038074,SILICON LABORATORIES INC,2016-01-28,revenue,inc,officers,margin,january,plan,john,directors,certain,based
3925,1038074,SILICON LABORATORIES INC,2016-02-02,his,agreement,february,stock,restricted,john,officers,directors,market,inc
3926,1038074,SILICON LABORATORIES INC,2016-02-02,from,directors,board,service,committee,group,director,also,february,class
3927,1038074,SILICON LABORATORIES INC,2016-02-03,measures,gaap,february,press,results,non,information,financial,release,inc
3962,1056696,MANHATTAN ASSOCIATES INC,2016-01-22,press,certain,vice,georgia,company,directors,january,president,officers,inc
3963,1056696,MANHATTAN ASSOCIATES INC,2016-02-02,our,adjusted,income,net,operating,we,measures,per,gaap,compensation
3997,1062449,BUFFALO WILD WINGS INC,2016-02-03,february,release,press,inc,furnished,fourth,financial,commissionfile,results,jurisdictionof
3998,1062449,BUFFALO WILD WINGS INC,2016-03-01,directors,our,inc,march,senior,previously,january,from,corporate,officers
4030,1077771,UMPQUA HOLDINGS CORP,2016-01-27,fourth,holdings,january,quarter,year,full,corporation,release,investor,financial
4031,1077771,UMPQUA HOLDINGS CORP,2016-03-16,shareholders,quarterly,dividend,payable,corporation,approved,april,holdings,march,announced
4032,1077771,UMPQUA HOLDINGS CORP,2016-03-30,call,earnings,march,quarterly,holdings,conference,announcing,corporation,press,release
4069,1128928,FLOWERS FOODS INC,2016-02-11,release,press,inc,condition,february,financial,operations,georgia,guidance,results
4070,1128928,FLOWERS FOODS INC,2016-03-17,bank,georgia,press,inc,march,entered,release,with,description,exhibit
4125,1143068,GREAT PLAINS ENERGY INC,2016-02-16,missouri,energy,mr,performance,awards,city,officers,incentive,salary,base
4126,1143068,GREAT PLAINS ENERGY INC,2016-02-24,energy,press,information,furnished,lori,release,city,february,missouri,operations
4173,1179929,MOLINA HEALTHCARE INC,2016-01-04,january,inc,assets,healthcare,certain,transaction,well,businesses,subsidiary,part
4174,1179929,MOLINA HEALTHCARE INC,2016-01-11,presentation,slide,healthcare,january,at,company,conference,connection,webcast,annual
4175,1179929,MOLINA HEALTHCARE INC,2016-02-08,press,fourth,healthcare,february,inc,release,december,results,ended,year
4176,1179929,MOLINA HEALTHCARE INC,2016-02-11,presentation,slide,investor,inc,part,healthcare,company,february,conference,at
4177,1179929,MOLINA HEALTHCARE INC,2016-02-18,supplemental,healthcare,trustee,february,bank,agreement,among,administrative,agent,thereto
4178,1179929,MOLINA HEALTHCARE INC,2016-03-16,agreement,payment,employment,salary,termination,restated,agreements,john,march,second
4205,1265888,NEUSTAR INC,2016-02-04,release,call,financial,reference,shall,press,fourth,february,results,fiscal
4206,1265888,NEUSTAR INC,2016-03-29,senior,march,delaware,inc,serve,chief,offer,officer,mr,former
4222,1287865,MEDICAL PROPERTIES TRUST INC,2016-01-29,mr,partnership,properties,company,steven,officer,his,trust,january,chief
4223,1287865,MEDICAL PROPERTIES TRUST INC,2016-02-09,gaap,ended,million,year,trust,properties,december,quarter,operations,financial
4224,1287865,MEDICAL PROPERTIES TRUST INC,2016-02-18,february,partnership,steven,operating,llp,notes,agreement,prospectus,company,properties
4225,1287865,MEDICAL PROPERTIES TRUST INC,2016-02-22,operating,trustee,notes,trust,partnership,properties,time,association,among,national
4226,1287865,MEDICAL PROPERTIES TRUST INC,2016-03-01,new,llp,march,program,company,prospectus,offer,with,existing,respect
4227,1287865,MEDICAL PROPERTIES TRUST INC,2016-03-25,partnership,march,million,transaction,steven,will,expected,properties,receive,trust
4279,18349,SYNOVUS FINANCIAL CORP,2016-01-19,presentation,information,slide,press,supplemental,release,january,exhibit,corp,into
4280,18349,SYNOVUS FINANCIAL CORP,2016-02-16,february,corp,officers,his,georgia,certain,appointment,directors,financial,retirement
4281,18349,SYNOVUS FINANCIAL CORP,2016-02-18,compensation,committee,awards,based,performance,officers,named,risk,award,target
4298,310142,SENSIENT TECHNOLOGIES CORP,2016-02-05,technologies,release,corporation,february,press,exhibit,john,been,april,board
4299,310142,SENSIENT TECHNOLOGIES CORP,2016-02-05,technologies,press,february,year,december,john,ended,corporation,exhibit,release
4316,33619,ESTERLINE TECHNOLOGIES CORP,2016-02-04,dated,information,release,supplemental,technologies,financial,press,results,february,corporation
4317,33619,ESTERLINE TECHNOLOGIES CORP,2016-02-16,proposal,votes,shareholders,follows,against,for,year,february,technologies,broker
4336,350797,EATON VANCE CORP,2016-01-20,meeting,january,voting,annual,common,stockholders,corp,held,stock,vote
4337,350797,EATON VANCE CORP,2016-02-24,release,corp,february,exhibit,dated,table,index,international,operations,financial
4351,355811,GENTEX CORP,2016-01-05,with,mr,stock,restricted,company,employee,opre,officers,shareholder,approved
4352,355811,GENTEX CORP,2016-01-28,deemed,january,opre,steven,release,financial,shall,corporation,exhibit,attached
4390,46195,BANK OF HAWAII CORP,2016-01-25,bank,january,corporation,mark,results,release,furnished,operations,quarter,fourth
4391,46195,BANK OF HAWAII CORP,2016-02-01,restricted,plan,company,stock,bank,mark,plans,january,corporation,market
4392,46195,BANK OF HAWAII CORP,2016-03-02,performance,restricted,committee,bank,agreement,stock,plan,february,named,officers
4403,52827,RAYONIER INC,2016-02-10,table,february,press,time,release,furnished,opre,exhibit,inc,incorporated
4417,67215,DYCOM INDUSTRIES INC,2016-02-24,gaap,non,company,adjusted,not,purport,february,alternative,measures,income
4418,67215,DYCOM INDUSTRIES INC,2016-02-24,future,are,uncertainties,looking,february,forward,our,time,statements,risks
4419,67215,DYCOM INDUSTRIES INC,2016-02-26,measures,non,gaap,adjusted,income,not,purport,net,call,alternative
4420,67215,DYCOM INDUSTRIES INC,2016-03-16,non,gaap,measures,these,company,adjusted,materials,looking,forward,presentation
4443,70145,NATIONAL FUEL GAS CO,2016-01-25,national,mr,company,january,effective,committee,changes,corporation,his,press
4444,70145,NATIONAL FUEL GAS CO,2016-02-04,company,measures,presentation,for,gaap,changes,looking,forward,costs,effect
4445,70145,NATIONAL FUEL GAS CO,2016-02-05,changes,for,company,gaap,measures,looking,forward,costs,effect,national
4446,70145,NATIONAL FUEL GAS CO,2016-03-16,non,follows,laws,votes,vote,broker,was,company,mr,respect
4447,70145,NATIONAL FUEL GAS CO,2016-03-21,company,changes,gaap,measures,presentation,for,looking,forward,costs,effect
4464,701811,MENTOR GRAPHICS CORP,2016-02-19,purchase,agreement,among,stock,company,common,group,february,shares,share
4465,701811,MENTOR GRAPHICS CORP,2016-03-03,fourth,quarter,corporation,year,full,march,fiscal,results,former,first
4510,706688,AARON'S INC,2016-01-20,his,will,base,company,january,salary,february,incentive,mr,until
4511,706688,AARON'S INC,2016-01-29,his,board,company,director,january,until,september,mr,from,certain
4512,706688,AARON'S INC,2016-02-18,february,steven,measures,accordance,gaap,release,press,amortization,financial,earnings
4578,720672,STIFEL FINANCIAL CORP,2016-02-23,conference,presentation,financial,exhibit,corp,call,james,february,through,shall
4579,720672,STIFEL FINANCIAL CORP,2016-03-22,investor,presentation,forward,looking,gaap,statements,company,march,measures,are
4612,73088,NORTHWESTERN CORP,2016-01-20,officers,january,board,company,his,directors,corporation,certain,effective,election
4613,73088,NORTHWESTERN CORP,2016-01-29,energy,only,cause,directors,corporation,stockholders,law,delaware,director,company
4614,73088,NORTHWESTERN CORP,2016-02-11,call,press,presentation,investor,february,webcast,company,conference,shall,release
4615,73088,NORTHWESTERN CORP,2016-02-16,performance,target,plan,will,incentive,company,total,award,for,based
4616,73088,NORTHWESTERN CORP,2016-03-01,slide,corporation,one,presentation,document,amended,march,company,will,herewith
4617,73088,NORTHWESTERN CORP,2016-03-16,march,company,corporation,presentation,document,investors,slide,amended,will,herewith
4661,73756,OCEANEERING INTERNATIONAL INC,2016-02-11,february,press,regarding,inc,release,international,exhibit,dividend,furnished,therein
4662,73756,OCEANEERING INTERNATIONAL INC,2016-02-22,award,restricted,committee,performance,stock,awards,officers,compensation,incentive,program
4663,73756,OCEANEERING INTERNATIONAL INC,2016-02-23,our,cash,that,presentation,million,would,forward,looking,development,we
4703,74303,OLIN CORP,2016-01-29,january,olin,dividend,opre,press,george,release,exhibit,corporation,company
4704,74303,OLIN CORP,2016-02-03,february,george,fourth,opre,olin,press,quarter,release,exhibit,corporation
4705,74303,OLIN CORP,2016-02-09,olin,february,webcast,investor,presentation,city,exhibit,corporation,deemed,shall
4706,74303,OLIN CORP,2016-02-19,february,conference,york,george,materials,global,march,olin,opre,exhibit
4707,74303,OLIN CORP,2016-02-29,olin,february,mr,his,board,chief,officer,annual,will,directors
4708,74303,OLIN CORP,2016-03-21,olin,that,costs,cash,approximately,march,facility,our,these,related
4797,7536,ARROW ELECTRONICS INC,2016-01-26,inc,january,global,issued,release,press,officers,certain,company,directors
4798,7536,ARROW ELECTRONICS INC,2016-02-04,release,press,february,fourth,earnings,issued,hereto,inc,exhibit,quarter
4810,799729,PAREXEL INTERNATIONAL CORP,2016-01-27,financial,january,international,bank,deemed,corporation,exhibit,for,shall,press
4811,799729,PAREXEL INTERNATIONAL CORP,2016-02-17,agreement,facility,february,ratio,rate,international,bank,loan,margin,company
4812,799729,PAREXEL INTERNATIONAL CORP,2016-03-17,march,agreement,bank,rate,credit,loan,interest,term,plus,facility
4840,861361,B/E AEROSPACE INC,2016-02-02,fiscal,financial,december,press,february,inc,results,year,ended,release
4864,861459,GRANITE CONSTRUCTION INC,2016-02-16,compensation,agreement,february,board,mr,company,directors,director,committee,will
4865,861459,GRANITE CONSTRUCTION INC,2016-02-25,company,non,ebitda,gaap,measures,february,provided,financial,used,companies
4880,887936,FTI CONSULTING INC,2016-01-12,officers,company,inc,his,certain,departure,january,mr,financial,dated
4882,887936,FTI CONSULTING INC,2016-02-26,adjusted,total,gaap,ebitda,income,presentation,measures,loss,consideration,operating
4883,887936,FTI CONSULTING INC,2016-02-29,loss,gaap,ebitda,income,measures,consideration,adjusted,operating,special,contingent
4884,887936,FTI CONSULTING INC,2016-03-03,adjusted,income,ebitda,gaap,loss,operating,measures,special,total,presentation
4885,887936,FTI CONSULTING INC,2016-03-07,effective,control,board,march,compensation,annual,inc,restated,plan,director
4920,903127,POST PROPERTIES INC,2016-02-05,supplemental,david,inc,properties,georgia,financial,release,earnings,february,exhibit
4936,910521,DECKERS OUTDOOR CORP,2016-02-04,george,february,press,corporation,financial,exhibit,shall,results,release,hereto
4977,910606,REGENCY CENTERS CORP,2016-01-11,actual,florida,corporation,looking,january,differ,guidance,forward,those,which
4978,910606,REGENCY CENTERS CORP,2016-02-11,months,february,ended,year,three,december,florida,website,supplemental,earnings
4979,910606,REGENCY CENTERS CORP,2016-03-17,an,corporation,florida,press,march,plans,offering,release,llc,entry
4980,910606,REGENCY CENTERS CORP,2016-03-21,agreement,offering,sale,forward,march,company,prospectus,therein,corporation,llc
5004,921112,LIBERTY PROPERTY TRUST,2016-02-09,property,february,george,trust,exhibit,limited,partnership,financial,title,press
5005,921112,LIBERTY PROPERTY TRUST,2016-03-22,performance,restricted,shares,award,plan,period,awards,based,committee,property
5045,936395,CIENA CORP,2016-01-13,january,amendment,agreement,basis,agent,million,margin,from,credit,among
5046,936395,CIENA CORP,2016-01-20,corporation,january,press,exhibit,david,release,issued,subsidiary,owned,document
5047,936395,CIENA CORP,2016-03-03,results,quarter,ended,march,investor,corporation,call,january,first,david
5048,936395,CIENA CORP,2016-03-30,annual,proposal,votes,meeting,vote,stockholders,directors,was,total,approved
5076,936528,WASHINGTON FEDERAL INC,2016-01-19,december,january,applicable,federal,about,financial,attached,washington,not,copy
5077,936528,WASHINGTON FEDERAL INC,2016-01-22,vote,amendment,restated,company,approved,stockholders,federal,approval,votes,january
5088,945394,HOSPITALITY PROPERTIES TRUST,2016-01-08,llc,agreement,management,our,sec,we,looking,forward,agreements,mr
5089,945394,HOSPITALITY PROPERTIES TRUST,2016-01-19,forward,class,common,looking,our,share,price,we,closing,per
5090,945394,HOSPITALITY PROPERTIES TRUST,2016-02-02,company,trust,properties,looking,due,forward,notes,filed,senior,llp
5091,945394,HOSPITALITY PROPERTIES TRUST,2016-02-04,management,notes,agreements,our,february,llc,are,quarterly,agreement,sec
5092,945394,HOSPITALITY PROPERTIES TRUST,2016-02-10,properties,occur,due,mark,looking,notes,trust,forward,february,these
5093,945394,HOSPITALITY PROPERTIES TRUST,2016-02-24,february,properties,supplemental,trust,financial,december,press,operating,quarter,mark
5094,945394,HOSPITALITY PROPERTIES TRUST,2016-02-24,our,february,forward,looking,we,sec,statements,presentation,properties,factors
5112,945764,DENBURY RESOURCES INC,2016-01-08,james,january,resources,senior,release,due,press,notes,inc,exhibit
5113,945764,DENBURY RESOURCES INC,2016-01-08,target,based,company,awards,award,committee,performance,cash,stock,equity
5114,945764,DENBURY RESOURCES INC,2016-01-12,due,senior,january,notes,resources,press,james,release,new,inc
5115,945764,DENBURY RESOURCES INC,2016-01-21,due,january,notes,resources,release,press,senior,james,inc,exhibit
5116,945764,DENBURY RESOURCES INC,2016-02-18,james,press,not,february,financial,resources,release,exhibit,furnished,inc
5117,945764,DENBURY RESOURCES INC,2016-02-23,resources,amendment,credit,ratio,agreement,administrative,agent,restated,february,consolidated
5148,945841,POOL CORP,2016-02-18,earnings,corporation,guidance,release,issued,fiscal,press,results,february,should
5149,945841,POOL CORP,2016-02-26,february,dividend,obligations,release,program,issued,corporation,press,quarterly,additional
5166,1018003,INGRAM MICRO INC,2016-04-29,non,we,may,gaap,measures,could,our,business,with,stockholders
5167,1018003,INGRAM MICRO INC,2016-05-25,amendment,plan,shares,incentive,approval,second,proxy,respect,meeting,awards
5168,1018003,INGRAM MICRO INC,2016-06-06,june,inc,made,officers,over,certain,company,upon,performance,amount
5169,1018003,INGRAM MICRO INC,2016-06-08,shareholders,against,votes,broker,company,non,meeting,june,annual,opre
5170,1018003,INGRAM MICRO INC,2016-06-21,agreement,votes,stockholders,special,proposal,group,broker,company,contemplated,meeting
5195,1025996,KILROY REALTY CORP,2016-04-28,corporation,information,supplemental,quarter,furnished,april,for,deemed,shall,march
5196,1025996,KILROY REALTY CORP,2016-05-19,meeting,broker,annual,proposal,votes,against,opre,non,stockholders,until
5200,103730,VISHAY INTERTECHNOLOGY INC,2016-05-02,plan,may,company,lori,stock,market,inc,board,common,directors
5201,103730,VISHAY INTERTECHNOLOGY INC,2016-05-03,diluted,share,common,per,stock,shares,price,earnings,amount,market
5202,103730,VISHAY INTERTECHNOLOGY INC,2016-05-24,stock,voting,total,common,class,votes,stockholders,dividend,meeting,broker
5203,103730,VISHAY INTERTECHNOLOGY INC,2016-06-13,june,price,lori,senior,due,rate,effective,dividend,each,adjusted
5204,103730,VISHAY INTERTECHNOLOGY INC,2016-06-28,transaction,outstanding,june,approximately,shares,notes,million,lori,per,share
5218,1038074,SILICON LABORATORIES INC,2016-04-08,officers,john,april,inc,officer,his,directors,certain,mr,due
5219,1038074,SILICON LABORATORIES INC,2016-04-22,matters,against,non,april,john,proposal,votes,broker,vote,meeting
5220,1038074,SILICON LABORATORIES INC,2016-04-27,information,release,april,gaap,financial,results,press,measures,non,inc
5233,1056696,MANHATTAN ASSOCIATES INC,2016-04-19,operating,we,adjusted,income,measures,our,gaap,costs,acquisition,net
5234,1056696,MANHATTAN ASSOCIATES INC,2016-04-27,officers,georgia,april,mr,press,certain,inc,company,exhibit,release
5235,1056696,MANHATTAN ASSOCIATES INC,2016-05-13,agreement,meeting,votes,directors,company,shareholders,annual,broker,may,class
5262,1062449,BUFFALO WILD WINGS INC,2016-04-26,april,furnished,financial,inc,release,press,results,commissionfile,first,jurisdictionof
5263,1062449,BUFFALO WILD WINGS INC,2016-05-18,approval,based,company,matters,proposal,shareholders,meeting,vote,directors,annual
5302,1077771,UMPQUA HOLDINGS CORP,2016-04-20,investor,april,holdings,corporation,quarter,first,release,financial,press,results
5303,1077771,UMPQUA HOLDINGS CORP,2016-04-25,approved,holdings,votes,shareholders,proposal,vote,against,non,broker,meeting
5304,1077771,UMPQUA HOLDINGS CORP,2016-04-26,april,president,bank,holdings,officers,from,certain,august,effective,directors
5305,1077771,UMPQUA HOLDINGS CORP,2016-05-09,presentation,investor,conference,at,may,holdings,city,financial,corporation,relations
5306,1077771,UMPQUA HOLDINGS CORP,2016-06-08,forward,holdings,looking,statements,june,risk,press,we,release,could
5307,1077771,UMPQUA HOLDINGS CORP,2016-06-15,dividend,holdings,corporation,june,payable,quarterly,approved,shareholders,july,announced
5308,1077771,UMPQUA HOLDINGS CORP,2016-06-20,bank,june,april,officers,corporation,president,holdings,directors,from,august
5309,1077771,UMPQUA HOLDINGS CORP,2016-06-30,holdings,quarterly,call,conference,june,announcing,earnings,corporation,press,release
5336,1128928,FLOWERS FOODS INC,2016-04-13,inc,april,press,georgia,earnings,release,guidance,york,long,description
5337,1128928,FLOWERS FOODS INC,2016-04-22,agent,bank,existing,amendment,agreement,credit,term,new,rate,facility
5338,1128928,FLOWERS FOODS INC,2016-05-19,inc,press,operations,georgia,release,exhibit,financial,condition,may,results
5370,1143068,GREAT PLAINS ENERGY INC,2016-05-05,energy,lori,press,may,city,furnished,information,release,missouri,operations
5371,1143068,GREAT PLAINS ENERGY INC,2016-05-09,respect,missouri,city,energy,may,operations,officers,not,information,debt
5372,1143068,GREAT PLAINS ENERGY INC,2016-05-31,with,energy,stock,agreement,transactions,proposed,investor,may,common,approvals
5373,1143068,GREAT PLAINS ENERGY INC,2016-05-31,energy,with,sec,not,proposed,proxy,call,transactions,limited,statement
5374,1143068,GREAT PLAINS ENERGY INC,2016-06-08,sec,energy,statement,with,transactions,proposed,proxy,costs,but,limited
5375,1143068,GREAT PLAINS ENERGY INC,2016-06-16,energy,proxy,sec,proposed,transactions,with,statement,but,limited,not
5376,1143068,GREAT PLAINS ENERGY INC,2016-06-24,statement,per,sec,energy,proxy,proposed,share,transactions,stock,limited
5394,1179929,MOLINA HEALTHCARE INC,2016-04-19,corp,definitive,york,total,outstanding,april,healthcare,equity,plan,inc
5395,1179929,MOLINA HEALTHCARE INC,2016-04-28,april,release,march,first,results,press,healthcare,inc,ended,quarter
5396,1179929,MOLINA HEALTHCARE INC,2016-05-02,class,for,stockholders,follows,shares,healthcare,proposal,votes,company,meeting
5397,1179929,MOLINA HEALTHCARE INC,2016-05-13,that,factors,fourth,make,healthcare,april,risk,due,our,basis
